ID,Job_Title,Estimated_Salary_in_USD,Lower_Salary_in_Thousand_$,Upper_Salary_in_Thousand_$,Avg_Salary(in 1000 USD),Job_City,Job_State,Headquarters_City,Headquaters_State,Size,Founded,Type_of_ownership,Industry,Sector,Revenue,Competitors,Lower_Salary,Upper_Salary,Avg_Salary_in_k,company_txt,Job_Location,Age,Python,spark,aws,excel,sql_,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,job_title_sim,seniority_by_title,Degree,Avg_Salary_in_k,degree_new
211,Sr. Data Scientist II,111K-183K,111,183,147,New York, NY,Hamilton, Bermuda,1001 - 5000,1948,Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),-1,111,183,147,Argo Group US,NY,32,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,data scientist,Sr,na,147,M
212,Excel / VBA / sql_ Data Analyst,44K-78K,44,78,61,Springfield, MO,Springfield, MO,501 - 1000,1961,Private,Energy,"Oil, Gas, Energy & Utilities",$1 to $2 billion (USD),-1,44,78,61,Associated Electric Cooperative,MO,22,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,Jr,M,61,M
213,Machine Learning Research Scientist,81K-159K,81,159,120,Pittsburgh, PA,Pittsburgh, PA,501 - 1000,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,81,159,120,Software Engineering Institute,PA,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,machine learning engineer,Sr,P,120,P
215,"VP, Data Science",83K-166K,83,166,124.5,Phoenix, AZ,Westlake Village, CA,1001 - 5000,2008,Public,Lending,Finance,$500 million to $1 billion (USD),"Nationstar Mortgage, Caliber Funding, Quicken Loans",83,166,124.5,PennyMac,AZ,47,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,data scientist,Sr,na,124.5,M
216,Senior Data Scientist,114K-182K,114,182,148,Burbank, CA,Burbank, CA,51 - 200,2009,Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),-1,114,182,148,Zest AI,CA,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,Sr,M,148,M
217,Radar Data Analyst,42K-76K,42,76,59,Huntsville, AL,Arlington, VA,51 - 200,1996,Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),"Torch Technologies, American Systems",42,76,59,DECISIVE ANALYTICS Corporation,AL,29,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,Jr,na,59,Fresher
221,PL Actuarial-Lead Data Scientist,114K-179K,114,179,146.5,Worcester, MA,Worcester, MA,5001 - 10000,1852,Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),-1,114,179,146.5,The Hanover Insurance Group,MA,33,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,Sr,M,146.5,M
223,PV Scientist,60K-123K,60,123,91.5,Newton, MA,Newton, MA,201 - 500,-1,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,60,123,91.5,Karyopharm Therapeutics Inc.,MA,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,P,91.5,P
224,Senior Data & Machine Learning Scientist,100K-166K,100,166,133,Chicago, IL,Chicago, IL,501 - 1000,2015,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,100,166,133,Tempus Labs,IL,44,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,machine learning engineer,Sr,P,133,P
225,Principal Data Scientist (Computational Chemistry),108K-173K,108,173,140.5,Salt Lake City, UT,Salt Lake City, UT,51 - 200,2013,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),-1,108,173,140.5,Recursion Pharmaceuticals,UT,25,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,data scientist,Sr,na,140.5,M
226,Data Engineer,48K-93K,48,93,70.5,Lafayette, LA,Denver, CO,501 - 1000,-1,Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,48,93,70.5,P2 Energy Solutions,LA,44,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,Jr,na,70.5,Fresher
228,"Principal Scientist, Chemistry & Immunology",54K-115K,54,115,84.5,Rochester, NY,Rochester, NY,10000+,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,54,115,84.5,Rochester Regional Health,NY,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,P,84.5,P
229,Software Engineer - Data Visualization,60K-127K,60,127,93.5,Annapolis Junction, MD,Annapolis Junction, MD,51 - 200,2002,Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1,60,127,93.5,ClearEdge,MD,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,Jr,M,93.5,M
230,"Scientist/Senior Scientist, Autoimmune",90K-179K,90,179,134.5,Cambridge, MA,Cambridge, MA,201 - 500,2013,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1,90,179,134.5,Rubius Therapeutics,MA,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Sr,P,134.5,P
233,Staff Machine Learning Engineer,138K-224K,138,224,181,San Francisco, CA,San Francisco, CA,201 - 500,2007,Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",138,224,181,Tapjoy,CA,40,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,machine learning engineer,Sr,na,181,M
234,"Principal Scientist, Hematology",54K-115K,54,115,84.5,Rochester, NY,Rochester, NY,10000+,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,54,115,84.5,Rochester Regional Health,NY,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,P,84.5,P
235,Lead Data Engineer,190K-220K,190,220,205,Mountain View, CA,Mountain View, CA,51 - 200,2010,Private,Internet,Information Technology,$50 to $100 million (USD),"Credit Karma, LendUp, SoFi",190,220,205,Credit Sesame,CA,30,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,Sr,na,205,M
239,Marketing Data Analyst,35K-62K,35,62,48.5,Highland, CA,Highland, CA,1001 - 5000,1986,Private,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),-1,35,62,48.5,San Manuel Casino,CA,57,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,analyst,Jr,M,48.5,M
240,Medical Laboratory Scientist,18K-25K,37,52,44.5,Burleson, TX,Arlington, TX,1001 - 5000,1977,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),-1,37,52,44.5,Texas Health Huguley Hospital,TX,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,na,44.5,Fresher
242,R&D Specialist/ Food Scientist,39K-66K,39,66,52.5,Hoopeston, IL,Flower Mound, TX,501 - 1000,-1,Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),-1,39,66,52.5,Teasdale Latin Foods,IL,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,na,52.5,Fresher
243,Senior Research Scientist-Machine Learning,81K-167K,81,167,124,Pittsburgh, PA,Pittsburgh, PA,501 - 1000,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,81,167,124,Software Engineering Institute,PA,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,machine learning engineer,Sr,P,124,P
245,Analytics Manager - Data Mart,42K-86K,42,86,64,Scotts Valley, CA,Scotts Valley, CA,501 - 1000,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,42,86,64,Central California Alliance for Health,CA,40,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Data scientist project manager,Jr,na,64,Fresher
246,Sr. Data Engineer - Contract-to-Hire (Java),69K-127K,69,127,98,Knoxville, TN,Knoxville, TN,10000+,1958,Private,Gas Stations,Retail,$10+ billion (USD),"TravelCenters of America, Love's Travel Stops & Country Stores, Wawa",69,127,98,Pilot Flying J Travel Centers LLC,TN,38,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,Jr,M,98,M
247,MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,21K-34K,43,70,56.5,Millville, DE,Lewes, DE,1001 - 5000,1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,43,70,56.5,Beebe Healthcare,DE,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,na,56.5,Fresher
248,Food Scientist - Developer,40K-68K,40,68,54,Milwaukee, WI,Milwaukee, WI,501 - 1000,1964,Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,40,68,54,Palermo's Pizza,WI,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,na,54,Fresher
250,Staff Scientist-Downstream Process Development,49K-113K,49,113,81,Rockville, MD,Rockville, MD,201 - 500,1961,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,49,113,81,Advanced BioScience Laboratories,MD,53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,P,81,P
251,Sr. Data Engineer,75K-140K,75,140,107.5,Chicago, IL,Chicago, IL,1001 - 5000,2005,Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),"C.H. Robinson, Total Quality Logistics, Coyote Logistics",75,140,107.5,Echo Global Logistics,IL,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,Jr,na,107.5,P
253,Data Scientist - Quantitative,86K-139K,86,139,112.5,Chicago, IL,New Plymouth, ID,501 - 1000,1995,Private,Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable,-1,86,139,112.5,Truckstop.com,IL,41,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,data scientist,Jr,M,112.5,M
254,Data Scientist,66K-112K,66,112,89,Herndon, VA,Bethesda, MD,10000+,1995,Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),"Boeing, Northrop Grumman, Raytheon",66,112,89,Lockheed Martin,VA,31,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,data scientist,Jr,na,89,P
255,Senior Research Statistician- Data Scientist,76K-125K,76,125,100.5,Sheboygan, WI,Sheboygan, WI,1001 - 5000,1925,Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),-1,76,125,100.5,Acuity Insurance,WI,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,data scientist,Jr,M,100.5,M
256,"Business Data Analyst, sql_",44K-86K,44,86,65,New York, NY,New York, NY,1001 - 5000,2002,Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",44,86,65,Fareportal,NY,33,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,analyst,Jr,na,65,Fresher
257,Medical Technologist / Clinical Laboratory Scientist,15K-25K,31,52,41.5,New Orleans, LA,Washington, DC,10000+,1930,Government,Federal Agencies,Government,Unknown / Non-Applicable,-1,31,52,41.5,"Veterans Affairs, Veterans Health Administration",LA,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,M,41.5,M
258,Data Scientist,53K-92K,53,92,72.5,Dallas, TX,Dallas, TX,201 - 500,1999,Subsidiary or Business Segment,Consulting,Business Services,Unknown / Non-Applicable,-1,53,92,72.5,Credera,TX,38,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,data scientist,Jr,M,72.5,M
259,Senior Data Analyst,44K-78K,44,78,61,Clearwater, FL,Clearwater, FL,501 - 1000,2010,Private,Security Services,Business Services,$100 to $500 million (USD),-1,44,78,61,KnowBe4,FL,53,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,Jr,M,61,M
260,BI & Platform Analytics Manager,85K-134K,85,134,109.5,Ewing, NJ,Ewing, NJ,1001 - 5000,1846,Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),-1,85,134,109.5,Church & Dwight,NJ,36,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,Data scientist project manager,Jr,M,109.5,M
262,Data Engineer,59K-110K,59,110,84.5,Cambridge, MA,Cambridge, MA,51 - 200,2005,Private,Internet,Information Technology,Unknown / Non-Applicable,-1,59,110,84.5,Cogo Labs,MA,54,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,Jr,na,84.5,Fresher
263,Data Scientist,64K-111K,64,111,87.5,Chicago, IL,Chicago, IL,51 - 200,1992,Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),-1,64,111,87.5,Spectrum Communications and Consulting,IL,30,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,Jr,na,87.5,P
264,Data Analyst,65K-120K,65,120,92.5,San Mateo, CA,Seoul, South Korea,1001 - 5000,1997,Public,Video Games,Media,$10+ billion (USD),"Blizzard Entertainment, Riot Games, Electronic Arts",65,120,92.5,NCSOFT,CA,53,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,analyst,Jr,na,92.5,P
265,Associate Data Scientist/Computer Scientist,60K-103K,60,103,81.5,McLean, VA,Bedford, MA,5001 - 10000,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC",60,103,81.5,MITRE,VA,28,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,data scientist,Jr,na,81.5,Fresher
266,Business Intelligence Analyst / Developer,53K-105K,53,105,79,Dayton, OH,Dayton, OH,1001 - 5000,1981,Private,Trucking,Transportation & Logistics,Unknown / Non-Applicable,"Old Dominion Freight, Pitt Ohio Express",53,105,79,"Dayton Freight Lines, Inc.",OH,43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,analyst,Jr,na,79,Fresher
267,Lead Data Scientist,124K-204K,124,204,164,Boston, MA,Springfield, MA,5001 - 10000,1851,Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,124,204,164,MassMutual,MA,29,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,data scientist,Sr,P,164,P
268,"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)",131K-207K,131,207,169,South San Francisco, CA,South San Francisco, CA,10000+,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,131,207,169,Genentech,CA,32,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,data scientist,Sr,P,169,P
269,Senior Data Scientist,110K-174K,110,174,142,Cupertino, CA,Sunnyvale, CA,5001 - 10000,1996,Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),-1,110,174,142,Juniper Networks,CA,43,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,data scientist,Sr,P,142,P
270,Data Analyst,33K-62K,33,62,47.5,Parlier, CA,San Luis Obispo, CA,501 - 1000,-1,Nonprofit Organization,Social Assistance,Non-Profit,$50 to $100 million (USD),-1,33,62,47.5,Community Action Partnership of San Luis Obispo,CA,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,Jr,na,47.5,Fresher
273,Pricipal Scientist Molecular and cellular biologist,52K-101K,52,101,76.5,Boston, MA,OSAKA, Japan,10000+,1781,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",52,101,76.5,Takeda Pharmaceuticals,MA,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,P,76.5,P
274,Data Analyst,48K-90K,48,90,69,San Francisco, CA,San Francisco, CA,51 - 200,2013,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,48,90,69,TrueAccord,CA,32,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,analyst,Jr,na,69,Fresher
275,Data Analyst,34K-64K,34,64,49,Meridian, ID,Akron, OH,201 - 500,1984,Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),-1,34,64,49,DRB Systems,ID,35,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,analyst,Jr,na,49,Fresher
276,Staff Data Scientist,132K-211K,132,211,171.5,San Jose, CA,San Jose, CA,10000+,1970,Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Seagate Technology, Toshiba",132,211,171.5,Western Digital,CA,34,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,data scientist,Sr,M,171.5,M
277,"Data Scientist (Actuary, FSA or ASA)",81K-133K,81,133,107,Frederick, MD,Frederick, MD,501 - 1000,1981,Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),-1,81,133,107,Legal & General America,MD,44,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,data scientist,Jr,M,107,M
278,System and Data Analyst,42K-76K,42,76,59,Cherry Hill, NJ,Cherry Hill, NJ,201 - 500,1996,Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,42,76,59,Corcentric,NJ,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,Jr,M,59,M
281,Data Scientist,66K-111K,66,111,88.5,Indianapolis, IN,Arlington, VA,201 - 500,2019,Private,IT Services,Information Technology,$25 to $50 million (USD),-1,66,111,88.5,U.Group,IN,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,Jr,M,88.5,M
282,Data Engineer 5 - Contract (Remote),74K-140K,74,140,107,Riverton, UT,Salt Lake City, UT,10000+,-1,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,-1,74,140,107,The Church of Jesus Christ of Latter-day Saints,UT,46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,Jr,M,107,M
284,Digital Health Data Scientist,63K-110K,63,110,86.5,Cambridge, MA,New York, NY,10000+,1849,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,63,110,86.5,Pfizer,MA,45,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,Jr,na,86.5,P
285,Data Scientist,63K-105K,63,105,84,Louisville, KY,Peachtree City, GA,51 - 200,1935,Nonprofit Organization,Logistics & Supply Chain,Transportation & Logistics,$10 to $25 million (USD),-1,63,105,84,SMC 3,KY,23,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,data scientist,Jr,M,84,M
288,Data & Analytics Consultant (NYC),91K-138K,91,138,114.5,New York, NY,Cincinnati, OH,201 - 500,1992,Private,Consulting,Business Services,$50 to $100 million (USD),-1,91,138,114.5,Systems Evolution Inc.,NY,26,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,data analitics,Sr,M,114.5,M
289,Senior Scientist - Neuroscience,100K-190K,100,190,145,Marlborough, MA,Marlborough, MA,1001 - 5000,2010,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),"Shire, GlaxoSmithKline, Allergan",100,190,145,Sunovion,MA,30,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Sr,P,145,P
290,Data Engineer,62K-114K,62,114,88,Nashville, TN,San Francisco, CA,1001 - 5000,2006,Public,Internet,Information Technology,$100 to $500 million (USD),"See Tickets, TicketWeb, Vendini",62,114,88,Eventbrite,TN,24,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,Jr,na,88,P
291,Big Data Engineer - Chicago - Future Opportunity,71K-129K,71,129,100,Chicago, IL,Chicago, IL,501 - 1000,2001,Private,Internet,Information Technology,$100 to $500 million (USD),"Mediaocean, The Trade Desk, MediaMath",71,129,100,Centro,IL,51,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,Jr,na,100,P
292,Senior Data Analyst,43K-80K,43,80,61.5,Herndon, VA,Herndon, VA,201 - 500,1993,Nonprofit Organization,Colleges & Universities,Education,$25 to $50 million (USD),"Ellucian, Parchment, College Board",43,80,61.5,National Student Clearinghouse,VA,51,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,analyst,Jr,M,61.5,M
293,Data Scientist,74K-119K,74,119,96.5,Portland, OR,Reston, VA,1001 - 5000,1999,Public,Advertising & Marketing,Business Services,$1 to $2 billion (USD),"Nielsen, Hitwise, Coremetrics",74,119,96.5,comScore,OR,58,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,Jr,na,96.5,P
295,Survey Data Analyst,55K-97K,55,97,76,Minneapolis, MN,Chicago, IL,201 - 500,1992,Private,Consulting,Business Services,Unknown / Non-Applicable,"Mercer, Korn Ferry, Integrated Healthcare Strategies",55,97,76,SullivanCotter,MN,49,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,Jr,na,76,Fresher
296,Data Scientist,15K-16K,15,16,15.5,Port Washington, NY,Port Washington, NY,1001 - 5000,1966,Private,Research & Development,Business Services,$100 to $500 million (USD),-1,15,16,15.5,NPD,NY,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,Jr,na,15.5,Fresher
299,Data Scientist,61K-106K,61,106,83.5,Austin, TX,Austin, TX,Jan-50,2010,Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,61,106,83.5,Bakery Agency,TX,36,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,data scientist,Jr,na,83.5,Fresher
300,"Risk and Analytics IT, Data Scientist",91K-149K,91,149,120,Madison, WI,Madison, WI,51 - 200,1951,Government,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),-1,91,149,120,State of Wisconsin Investment Board,WI,31,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,data scientist,Sr,na,120,M
302,Data Scientist,127K-199K,127,199,163,South San Francisco, CA,South San Francisco, CA,10000+,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,127,199,163,Genentech,CA,35,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,Sr,M,163,M
305,Lead Health Data Analyst - Front End,74K-126K,74,126,100,Providence, RI,Providence, RI,501 - 1000,1939,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable,UnitedHealth Group,74,126,100,Blue Cross & Blue Shield of Rhode Island,RI,58,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,analyst,Jr,na,100,P
306,Research Scientist,33K-72K,33,72,52.5,Omaha, NE,Omaha, NE,1001 - 5000,1917,Nonprofit Organization,Social Assistance,Non-Profit,Unknown / Non-Applicable,"Boys & Girls Clubs of America, AdoptUSKids, Foster Care to Success",33,72,52.5,Boys Town,NE,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,P,52.5,P
307,Medical Lab Scientist,17K-24K,35,49,42,West Reading, PA,Reading, PA,5001 - 10000,2017,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,35,49,42,Tower Health,PA,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,na,42,Fresher
308,Junior Data Analyst,37K-63K,37,63,50,Washington, DC,Washington, DC,501 - 1000,1883,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,37,63,50,The HSC Health Care System,DC,51,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,analyst,Jr,M,50,M
309,sql_ Data Engineer,67K-119K,67,119,93,Austin, TX,Alexandria, VA,201 - 500,2006,Private,Consulting,Business Services,$50 to $100 million (USD),-1,67,119,93,Pro-Sphere Tek,TX,60,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,data engineer,Jr,M,93,M
310,Data Scientist,72K-117K,72,117,94.5,Cincinnati, OH,Lincoln, NE,1001 - 5000,1887,Private,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),-1,72,117,94.5,Ameritas Life Insurance Corp,OH,41,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,Jr,na,94.5,P
311,Senior Data Scientist,116K-185K,116,185,150.5,San Francisco, CA,San Rafael, CA,5001 - 10000,1982,Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),-1,116,185,150.5,Autodesk,CA,46,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,data scientist,Sr,P,150.5,P
312,Data Scientist,78K-126K,78,126,102,Raleigh, NC,Richmond, VA,1001 - 5000,2004,Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),"MetLife, Northwestern Mutual, Prudential",78,126,102,Genworth,NC,50,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,data scientist,Jr,M,102,M
313,"Scientist, Analytical Development",42K-82K,42,82,62,Cambridge, MA,Cambridge, MA,201 - 500,2013,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1,42,82,62,Rubius Therapeutics,MA,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Jr,P,62,P
314,Analytics Manager,59K-116K,59,116,87.5,Dearborn, MI,Detroit, MI,201 - 500,1967,Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,59,116,87.5,OneMagnify,MI,53,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data scientist project manager,Jr,na,87.5,P
316,Clinical Data Scientist,63K-105K,63,105,84,Groton, CT,New York, NY,10000+,1849,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,63,105,84,Pfizer,CT,25,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,Jr,M,84,M
317,Data Scientist,109K-177K,109,177,143,Herndon, VA,Mc Lean, VA,501 - 1000,2012,Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",109,177,143,Novetta,VA,46,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,data scientist,Sr,na,143,M
318,"Sr. Data Scientist, Cyber-Security LT Contract",116K-194K,116,194,155,Phila, PA,Chadds Ford, PA,Jan-50,-1,Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,116,194,155,"Numeric, LLC",PA,19,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,data scientist,Sr,M,155,M
319,Data Engineer,48K-95K,48,95,71.5,Winter Park, FL,Winter Park, FL,51 - 200,2006,Public,Advertising & Marketing,Business Services,$25 to $50 million (USD),"Linqia, Collective Bias",48,95,71.5,IZEA,FL,43,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,Jr,na,71.5,Fresher
320,Data Scientist,83K-133K,83,133,108,Oakland, CA,Santa Ana, CA,51 - 200,2000,Private,Insurance Carriers,Insurance,$10 to $25 million (USD),-1,83,133,108,Trace Data,CA,32,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,data scientist,Jr,M,108,M
322,Sr. Scientist - Digital & Image Analysis/Computational Pathology,105K-198K,105,198,151.5,San Diego, CA,OSAKA, Japan,10000+,1781,Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",105,198,151.5,Takeda Pharmaceuticals,CA,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,Sr,M,151.5,M
